"","biz_id","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"11559","1lS4-F785wYGn6u2dzUgow","3",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"11561","AsX-6ECbV83zGJLUVMre9w","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"11563","_s1QZIfOXLuPkjVItpT1AQ","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11564","uy0YRkWZ7T30f6ruH-51Mg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11565","NKilucd2dUb5mm-MjnRXcw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11567","JOZqBKIOB8WEBAWm7v1JFA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11571","EXtCgZoxHNjXrqPCFOgQmQ","2",1,1,0,3,0,0,0,0,0,0,0,0,1,0,1
"11573","Pv1H9KIGZTDgSaCDuTUjdQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11574","5QOitecMgPwjT8RbUAQdig","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11581","Mysd5IypHqTFkmHlbQeOyA","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11582","yJr24Yy1K6bt2G9fX3_zPA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11583","cXykQLP4Sr3tNii8k-zckg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11585","p1sX2UVxEjPzd92LtP3c4g","1",1,1,0,3,0,1,0,0,0,0,1,0,0,0,0
"11586","n4bc44OGI6_IVd1apeifUw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11589","rtl3UgZM-hXvsohPB3XEBA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11594","3BqT16UJFW6BBZxZMPxV1Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11595","O2x1194yK8qR1kS6U27v9g","1",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"11596","HTCFfNGoVrrqGOrvYjm8dQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11598","Q0tWheeEldwr0OKHTHB79g","2",1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"11603","P3ghyKxe861PXzZM7vJyjQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11604","f8luua75t2Is5iP6nxcXQQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11608","BKEvR0umqWp7q8_q4hTpWQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11609","0qUesn1TBPpPjW20h5Lqfg","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"11610","TqVESkM8cDQdTC1LL3RUSg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11613","VLXpl4P9b2ndIQUd-eGP2g","0",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"11615","Lgqk00bglDyZfe5KbLhw6Q","2",1,1,0,3,1,1,0,0,0,0,0,0,0,0,1
"11617","duHUQFn7K-Ybs1rPI4AOEQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11621","GRFunGSUZxXqNCZJrN8Oow","2",1,1,0,2,0,0,0,0,0,0,0,0,1,0,1
"11622","U_EOMkAZp3-dqz2CdfB2AQ","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11626","jbKVbSz51F8IcewsiRQu4A","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11627","Ewf8sZkyCfhi8Nu9LbEc6A","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"11631","C4_VnxikagdjSbNQiblzYw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11632","4r9-iKOagzn5oUvPE9Bz4Q","2",1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
"11633","JGTPb06Ix_v7uq3HADzq8w","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
"11636","tigIXsvKMb4xCiZP56oSPQ","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11637","-j3BF7gOIi-1tAHoFA3WIw","1",0,1,0,3,0,0,0,0,0,0,1,0,0,1,0
"11638","NiYl4WSOKu387JuHixm6_A","4",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"11641","WAqACt7FfSFcJs-gqysIlQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11646","z_lQV_RTpGGPiBunLeR6QQ","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"11649","prVcY4xSK58PhmGm5iHu-A","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11650","0zjzaE5tCH86JnPZwDpfaw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11654","-mz0Zr0Dw6ZASg7_ah1R8A","1",1,1,0,2,1,1,0,0,0,0,1,0,0,0,1
"11655","3wLLf8wRqD1ZQowi9aZSoA","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
"11657","Vm_P0F8OfpXlW1rw0eLoMQ","2",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"11661","z80ZZ7iwTxBx27PG3Pk22A","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11662","98MPR4i4P_uU6o7-cw4qsg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11669","VpSiOW1PapVmZyyRBK_GBQ","3",1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
"11671","WUZhhI1lRidJCnYaAYxRBA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11672","MUsqPXthMdHoPEow9M3MfA","2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11674","z5r8zD7vGPCMpKljERvKqg","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"11675","gA5CuBxF-0CnOpGnryWJdQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11676","nqpUjsD-nUIQCrr15B9W-g","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11679","r6Hq9Cdh6eknx_1syrdusg","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11680","SwMqbqCLXy8XDH1rEGQ8rw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11681","q-qjZDKcBdDRuIUxj7b97g","3",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"11683","Ehc4Ze59gyFjUBKARCmhcg","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11684","QtJSfc2kMLacyfyL9Z6NUQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11685","nLLs9fIiWw6WDku3_2NVVA","2",1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
"11689","Enx-h0TYMkX7qA3enTAjyg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11690","gSo21xuAwTn4h6Ru9x7kVA","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11691","UwWVGxJGhTBB5W7-uBlJPg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11693","7mNPyQJYtIR26Y4KQa2g1Q","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11694","WS1z1OAR0tRl4FsjdTGUFQ","2",1,1,2,2,0,1,0,0,0,0,0,0,1,0,0
"11695","WC2kLOCg0F_FvafrHUsrMg","2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11696","1_WD7kvNQAbscw1c7CFH3A","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"11699","4C-lKI0L6bloWChrqXM5Jg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11701","VpW40mznMS43CqdbelX2wA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11702","Io9LipJHJZqHAfO3nmiPAQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"11704","FJgO8d_Lx0P1A0KOiRfuFg","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11709","JBalw-Moa6TnjYBhvNKhqw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11711","vtQOervVVTXjhvSZQiZ6PA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11713","z1Np8_oQECKWGCwJJ8864w","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11714","ZhwoNt7dU6iA_wKmwe6qQA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11717","18FygiATTjYHyLz8A5Prcw","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"11718","6HAwTnhNJoR5VNdfUrRoEw","1",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"11719","1nq6zzJuVgwaHtXau97_Iw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11720","24qSrF_XOrvaHDBy-gLIQg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11723","oa235g5FqDKoyjD_Jwq1CQ","0",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11724","KUuJuEudXr__j_BHYXBNYQ","2",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"11730","UIGFrEcoDsw05I1UOrxdOA","2",1,1,0,2,0,1,0,0,0,0,0,0,1,0,1
"11731","eek3lFfNMKULpwTSHGwzQA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11734","INAZN7Ymyzmm7PTpB7kHeA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11738","8YlA2lFOx7txI9ouCw4C9g","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"11741","4MZBPKr4Kmw_5hiElostjw","0",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"11742","QuKYb129tIGjBhdH0NDxww","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11743","0JFKxuixFnJen6MwOCi8Lg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11744","QCkHKgo5k9Z0VSb_ldeY0Q","0",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11745","LjqY98zL96sem_PxC6ZG3g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11746","hM-W9v1nnbdemwfcR7SvxQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11747","teifdsiAtxv7Vf1SmokvvA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11751","0tKi17OtZMc8VZVWL_PXyg","2",1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"11754","YjURbuHKIAQrwQKE8jxszQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11758","ezM-93i6eNb4LnYp3J101Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11759","oqQvCiG9FDbIdr6M4yen5A","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11760","UW32rmopWuDpT0X1b4RUXA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11763","LGZPRoNaKyts1mwHeU8s1Q","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"11764","jSEcE8AY-mzGq9EOiyrtng","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"11766","dnJ-hNii3nL01xRUFydzgw","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11767","e9QRvkzssPNRmBLlDem9ZQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11769","1xGhmD8-UjoRbGcBqkc6cA","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"11772","VXIkI9_EbDbYHeO9IzKjJg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11777","85rx25T-XBIMpa6goTQS0g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11780","YvfkUv7Kbq_NoaAQLGXQhA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11781","7Yr8FRINq9ZDdR30OLtEHg","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"11783","Y_Y91oeUrIwYa18F8ey5NQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11786","znBnrQNq1FdUt5aIGAbyuQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11792","OBbZsvsdz5dKedj7xGBAEw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11794","G1z1baf8WcWfj21fsJo8vg","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11795","I4uAbB_i9dLtPkWJvyOXiQ","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11796","-PoxCIqlN6tX98AxC0aPTQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11799","he_b4txorHTrKjH5DnnmdQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11803","LGLOtR2e-v74MpB51k8hxQ","1",1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
"11805","3qx7XDbxPBPXX53u9qdG_w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11806","dshbS14z45mJooTv4vYA5Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11810","S3ccQHpkBQTBBfRB-Q4adg","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"11813","lUhjcttOVyH9uNa0v6NFfw","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"11815","zVXcQcJS2Aq9qtyJUCWGrg","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11816","Wg_mT_9_tLbsLfzTtnOBqA","1",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"11817","l1bPbXMloY-bsM1oWlNmhA","0",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"11823","4-qDkltBuJ_Lbj3nyxvUlQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11825","giZS_d2r7hMyYXCjCpkZTg","2",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"11826","yzZxyhouOdM4NwYLEMgaWw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11829","qiwajZigq_2twTmYofPmDQ","3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"11830","3uKAHQr19vFUfBJuXdmhEA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11832","IoHpWh3_DNnjHyx6uX1lEA","1",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"11835","2oYhEHgSDLqYXYlAqnChuw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"11839","kUvJiI7teJ--m5i1ReG58w","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11842","dajwInsYeaIsRLY6vd6Zzw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11845","IykF45RvqD14rudLTDoigA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11847","S0wvx9r-Pt3hTXLynP7qzg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11849","oWCjsUTDuYIxCDHDx7LFJg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11854","XwkEi1hLWopBRkhTgQo-IQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11855","AArmZc2tKoykigR6qncLZA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11858","AtcthKiiImxkZAm3w8ACzA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11859","Dt8RITU4OmTbRaKKlZm_Pg","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11861","Hgbxen9iKGL4AH6kKgC8YQ","1",1,1,0,2,0,0,0,0,0,1,0,0,1,0,1
"11862","ZE4n6W-ppcpv_sF_RH3xOw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11864","SbieCdRBz33V_Hl0sU8HFg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11865","PJEJS5rNMRrIBVQDuU9qoA","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"11866","s8cHXeSlX_aPI2x49UkCCg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11867","-3WVw1TNQbPBzaKCaQQ1AQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11869","qTx2IZG66_B2US3L_4TnDA","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11870","L9X45EZhSDwT7z13TYzYlg","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11873","ESAm7dJIeS9CdWkgYASk8g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11874","TYxwexE7GDYDpIcdltwj6w","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11875","0LCqaCnEGesFEhpa6qNauQ","2",1,0,2,2,0,0,0,0,0,0,0,0,0,0,1
"11878","IFKTsVSSguMjLBA9mo0x0Q","1",1,1,0,3,0,0,0,0,0,0,1,0,0,0,0
"11879","EHi-lebXGWjSktl4WvSoow","3",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"11880","4MB98W98rKBU0X26pTbw0w","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11881","LVngid2NNh2s5cAjuOw6tw","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11885","Zc4wit6xSj3fZZFICflsyw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11889","s5roBvbA79SQaO4FHkJgGw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11893","podj1OWSL3oEJsOpGj8SUw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11894","ZTuzUMRsaSJpMRqeu0_eag","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11895","rgeyIXOiEGabJwtGCVp0Ow","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11897","5X9iW2qF5ecY78v35b5iWQ","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11898","A4pL6j3e6JAtblmCUF2GZA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11899","AW1uq13zFslTBoD6vL99Bw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11900","QhZgTuDoGMXyLu2WzrPoyw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"11904","dPP8HsGEH3A-7F75zHPwUg","3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"11906","ot4Of_A9onKHoVt4XU7v5g","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11907","Pfb6VOIiroqDWOebfgWGPQ","2",1,1,0,2,1,1,0,0,0,0,0,1,0,0,1
"11910","2E3RwtfFDrxk5qEezocP4A","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"11911","jYFhL2RomSSUiRJYWT3mew","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"11913","WnBBS5UDCGqVTfsgRDwsaA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11914","Q1cSwGiy-RU9XXf9T7HqRw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11918","ihMUU9D2mcgrp7fi8lmqJg","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"11919","7tTK3VPlFtBGBHm8-LZIUg","2",1,1,0,2,1,1,1,0,0,0,0,0,1,0,0
"11920","Y293fHh5SZ0_9BZm4M6BCg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11922","sWCH3c8XxBrF7aODVgQeQw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11923","zUGy_9UtKDfjotmWpCu_Sg","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11926","rjJ2JE5UNPE5JQhPmo1vHw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11928","e48Wa4YqFaMjMmN9iZ2G5Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11929","L9__p8Z6bpewbJdY9tCkuw","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11930","bXXVRau9ySLcZVkjaAOBIw","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11932","hXbt0ZWqK-MuCJJXiNnqpA","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11933","y0weNFCIJF9bTgBbFST86A","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"11934","a59rHQbp7YyEdI0nuKIVrg","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11935","JjNzg4kWtynK-brdgKh-9A","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"11937","uYj2NO1HZRNiD-de_pSdJA","2",1,1,0,2,1,1,1,1,0,0,0,0,0,0,1
"11938","Xn06AozwcTvUPFNkknbgnw","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11940","QplY4p8HHJY0ncbgcpb8WQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11951","d52zg-S0o940WUCK-nNiKw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"11952","g4Eit1EeeEGhTVik6AWYsA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11953","DuL7M1TSyl-L8e8hwtYrMA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11962","NYIyTj2AZJpAo7XIM-Z7lw","2",1,1,3,2,1,1,0,0,0,0,0,0,0,0,1
"11964","te-5x-HhFgSWwBkGSG33Kg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11965","FltN1Hnw4n7BORXJH1kaeg","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"11966","oU968d4WjL0dgk_8qq5BXw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11968","w2J_RU8dPJmb-SZXNLz-iw","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11969","EIsnOjy7bpvnZMDaMjnr3g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11971","EN5U0iGVbZINmi5b3is5gw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"11973","OIBrslaVxFxaaGUsYFUujg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"11974","XPNrGeWsEUmglTSq619now","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11975","fK_c108YILIQLxgX292zew","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11976","DerMAlq9JZbqMuD0ZwbaSg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"11977","NlH2I30NNDocEC-j62MxIQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"11978","83RLRT-MsvXQJrmIanqVYA","2",1,1,3,2,1,1,0,0,0,0,0,0,0,0,1
"11979","FZHcV0dbyDxnddJMecEpeQ","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"11980","y2wWQI1gx8Zu5pP_WZSR-A","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11986","wxd-aYUwswZKjoIr8t-53w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"11987","J1uE5HFQWD30Rw897mGhEQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"11988","N_n2jyCfpon3NzKERYT02Q","1",1,1,0,2,0,0,0,0,0,1,0,0,0,0,1
"11989","GDwvyDgnUombMKvrVnqxvA","3",1,1,0,3,1,1,0,0,0,0,0,0,0,0,0
"11992","XmDiFI8SuougNUi02ZCdwA","2",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"11993","b4AixXXZenN1776yDI8BQg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11996","qyHsF61vhG1PsWi8PoNAYQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"11997","oEjdNvlluW5_Ng9kewJFBg","2",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"12000","_dVPzYGXKNg2rIsc40VtyA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"12002","PwCIMun-O0dB7Kh1NP7n5Q","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"12004","CgHcO651uEE3aalrkm4boQ","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12009","jtzhY-P4H6WSYpv5rWhxtw","2",1,1,0,2,0,1,0,0,0,1,0,0,1,0,1
"12010","b-t3nNmRw6alKw4aSqAgPg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"12011","5x3aA0DSo8nqU13IZyH79A","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12012","5W2s7_z9u15l1HcuoAHsfg","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"12014","cSY4B9WBslxhpkJqaQLwJA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12021","UYrzcJMNfczRG4J16j8yzw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"12022","cIAE5XY3cuUs8_Vx_QKO8Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12023","6PFPQeCM-XDrZRy0DHV2Yw","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"12024","KqYY2rwD8ymjU9mVJwiuRQ","0",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"12029","obkBJENTOXC3YpS_VWiPyw","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"12032","iPY5hB0TSd8rIiC2xHhnFQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12033","ggjdeyeuUVcNmBkoEXA13g","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"12034","2E6VGlEiabtIdHgIqZ6giw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"12036","AOLx-xr0JsFhle4K6xRHfQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12038","oXKPSI-RUqOvmuSCh_DEQQ","4",1,1,0,2,1,1,0,0,0,0,0,0,0,1,0
"12039","4TqCyWoWmUpghIVAiSo--g","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"12044","e98N1lyg3zsPohSEI3MiJA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12045","gg26wjL2eTRIvmdyb7RXAQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12047","9UrMG4cn2nfIQsJlH8e2PQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"12051","seu8O6yPQ5Yz8kQv-KFnKQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12052","CMTDZRDnv_O0rwAvRVbjvg","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"12053","_WP0nIqmrSFLcY8nV8KUSA","3",1,1,0,2,1,1,1,0,0,0,0,1,0,0,0
"12055","maB4VHseFUY2TmPtAQnB9Q","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"12059","d4SBAjHQ6jCfd8mqjF4jQA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12067","xUfhG7rw_vX7UMKpgB7xrw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12073","fAuFm0MlMNfTt2YrbM6aBw","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"12076","x6BemTnk7_eCuvbv5MflWQ","1",1,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"12077","3u18RVyDlsy3Y-Mrt9Cukg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
