"","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual","desert","latenight","lunch","dinner","brunch","breakfast","wifi","delivery","tv","outdoor_seating","good_for_kids","good_for_groups","dogs","wheelchair","stars","UMM","UMMR","dogs"
"3030",2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,3.5,0.122244438615612,0.463423739553208,0
"3031",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0.170360916390234,0.203182723903498,0
"3032",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.319052034217662,0.897952901300797,0
"3034",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0.149371576830105,0.440271658956852,0
"3035",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,1,1,0,1,3.5,0.137643906568364,0.543342771407781,0
"3038",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.203395532041833,0.428828448099898,0
"3039",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0247630840212008,0.0990523360848033,0
"3040",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.150038939372873,0.45278459314847,0
"3041",2,1,1,0,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,3.5,0.112235542949646,0.391055688508464,0
"3043",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0.219035715622894,0.555658281644007,0
"3044",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,3.5,0.288600192214858,1.23513359523774,0
"3045",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0.219845634056115,0.770653223817822,0
"3046",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.5,0.106097433702073,0.376855524929189,0
"3048",1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0.225378563693986,0.504948866046911,0
"3051",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.110701236803482,0.327507472865482,0
"3052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.117888250550182,0.125348747385178,0
"3053",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0244653098823354,0.0978612395293417,0
"3056",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0.124761547397494,0.544966640026732,0
"3061",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3.5,0.288151160405529,0.777604641622064,0
"3062",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.5,0.156441201980745,0.373851513139169,0
"3064",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3.5,0.176839592888884,0.654181540739008,0
"3065",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,3.5,0.148190428222048,0.477687887899353,0
"3067",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.5,0.254399819509668,0.600566257470847,0
"3068",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3.5,0.145057181536677,0.545529120047144,0
"3069",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,1,0,1,3.5,0.198943051347906,0.666932395795831,0
"3070",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.216407283898505,0.651618573429371,0
"3073",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2.5,0.0276466855380945,0.046551834924893,0
"3074",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.434090999520491,0.684090999520482,0
"3079",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,3,0.319409603974626,1.20030419820224,0
"3080",3,1,1,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,1,3,0.110337547929145,0.33261849571072,0
"3081",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,3.5,0.128013795787473,0.502891512583663,0
"3082",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.120827995825175,0.463955736867133,0
"3083",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3.5,0.135497126591209,0.540886876387437,0
"3084",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,3.5,0.126079967224529,0.461619490886813,0
"3086",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,0.116122124267538,0.220345046775107,0
"3088",2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,3.5,0.204733479349949,0.80090080730481,0
"3089",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0.0708855345262898,0.251390526212254,0
"3091",1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,3,0.264309017347229,0.733197960238378,0
"3093",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2.5,0.155531936301752,0.410725895528128,0
"3095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0881297329439186,0.314458247591492,0
"3096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0327433548556388,0.0846363176820418,0
"3097",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0763746608972819,0.0763746608972819,0
"3099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.499999999999926,1.4999999999999,0
"3100",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,1,3,0.107532802274399,0.347701416027313,0
"3101",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.00961583866796934,0.0264380294984047,0
"3104",1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,3.5,0.121026091563622,0.343130615543056,0
"3105",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.124358979060182,0.264235845133363,0
"3106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.116794605761871,0.245323345256085,0
"3110",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0.148964070420862,0.504967105986155,0
"3112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0236717792473857,0.0432428446980091,0
"3113",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,3,0.289072106512965,0.658355251713801,0
"3115",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0.0590947664584789,0.223527556205567,0
"3116",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,3,0.106872150957269,0.297661508671195,0
"3117",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.116097839699823,0.260807159643753,0
"3118",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,2.5,0.0962697196244739,0.251589708921866,0
"3119",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,0.208500594084461,0.636722232555088,0
"3120",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0.0333433154714699,0.0408352680598996,0
"3123",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,1,3,0.154489693505167,0.416108671795432,0
"3126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.00349614495907442,0.00598429982037199,0
"3128",2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3.5,0.0289389466000599,0.126758408637753,0
"3129",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.0151966612055925,0.0633378357850818,0
"3130",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0650050998726485,0.147124320179594,0
"3132",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0.159003779014602,0.701975892387027,0
"3133",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.069656156512227,0.173581493303328,0
"3134",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.00808125056450367,0.026938994251875,0
"3136",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,3,0.152447023296817,0.404083343020896,0
"3137",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,3.5,0.0170480968270487,0.0685593312850965,0
"3139",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,2.5,0.126083672818673,0.282849171830206,0
"3140",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3,0.0851513744710671,0.246774569013592,0
"3142",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,3.5,0.102556958939755,0.390577636380034,0
"3150",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0119707160411357,0.0469548412390012,0
"3151",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3.5,0.129610288473992,0.47065462660976,0
"3152",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0.0756247659266441,0.232217130342956,0
"3153",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.117067345738027,0.327501453010159,0
"3154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0799604506447995,0.35293749542583,0
"3157",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0.0915735751189645,0.209162689310188,0
"3160",2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3.5,0.140843055259254,0.560960813583781,0
"3162",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,3.5,0.103836247992918,0.356160066558368,0
"3163",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,0,1,3,0.0934846737817173,0.281121344193694,0
"3164",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,3.5,0.132879422245525,0.452139111328152,0
"3166",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0.0778023989147144,0.282007202776098,0
"3167",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3.5,0.14164999225038,0.523606956083795,0
"3169",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3,0.178311453658363,0.49246742548429,0
"3175",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.185038010238217,0.193371606111361,0
"3177",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3.5,0.120730622712894,0.468192455872579,0
"3180",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3.5,0.0272365520224477,0.095070242289244,0
"3181",3,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,0,1,3.5,0.143980630366486,0.522012841662749,0
"3183",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3.5,0.0867475938737119,0.339409657574202,0
"3184",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.431893092885807,0.671684729790281,0
"3187",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,0,1,0,0,3,0.181783823978293,0.578405658127473,0
"3190",2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,3,0.0833445630605106,0.109342922278866,0
"3191",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,0.192219967724032,0.897717691053308,0
"3193",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.101449585359828,0.254010491250254,0
"3194",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,0.0416656697067772,0.0851078077631399,0
"3195",2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,1,3.5,0.142412529971232,0.53308209966404,0
"3196",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0.0845953752799426,0.169190750559885,0
"3197",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3.5,0.115149683806693,0.333762407705928,0
"3198",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,0.0924290175880136,0.22733690885727,0
"3202",2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,3,0.0690084947196766,0.206799421743067,0
"3203",2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.5,0.0484754711573183,0.0996329388557604,0
"3204",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,3.5,0.0377410107496499,0.069720497519738,0
"3205",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,3.5,0.100201754299531,0.313204496994358,0
"3208",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,0.170491631010147,0.614271547912402,0
"3211",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,3.5,0.0145982932592882,0.0460379790933564,0
"3212",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,3.5,0.10079923172234,0.356384697371253,0
"3213",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.00901440984725768,0.0285927602098979,0
"3216",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0.178466407741026,0.379306868207477,0
"3217",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.104790366462258,0.245596200450209,0
"3219",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3.5,0.0886354116346457,0.336891781399088,0
"3221",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3.5,0.106876710597962,0.45278645035422,0
"3222",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.5,0.258223225684419,1.06797289084825,0
"3224",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3.5,0.131337110387588,0.530691812326696,0
"3227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.030176621462482,0.0899525901351209,0
"3228",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0381807062261031,0.114542118678309,0
"3229",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3,0.108200838947402,0.359958231425081,0
"3230",2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5,0.0282051703135105,0.064169199966763,0
"3231",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,1,1,0,1,3.5,0.169847727156662,0.70846495884061,0
"3232",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,3.5,0.214841082770831,0.859739315352883,0
"3234",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2.5,0.0198324536081266,0.026007100595844,0
"3235",1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,3,0.0425164840518927,0.138721041709069,0
"3236",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,1,2.5,0.0984705797283597,0.17146131029183,0
"3239",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0201576335021456,0.0417250965524045,0
"3240",1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.5,0.0625419038492884,0.203188523258486,0
"3241",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,3.5,0.118135078079831,0.414902412100248,0
"3244",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,3.5,0.171908802718053,0.598564440724158,0
"3248",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,3.5,0.239368572283638,0.88040627419502,0
"3250",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,1,0,1,3,0.0788543326375025,0.249944965735564,0
"3251",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0302412051144576,0.0775334318595363,0
"3253",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0.183980391123,0.218639571606285,0
"3255",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,3,0.196362275956212,0.541176668926789,0
"3259",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0120548002882165,0.0424566524594075,0
"3262",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0.122927688383634,0.281163540874603,0
"3264",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,3,0.353287392706374,1.0666466213676,0
"3269",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,3.5,0.0855066231174641,0.350171949014784,0
"3270",1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2.5,0.114340318963194,0.301387503899969,0
"3271",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0.30443101582712,1.35886203165424,0
"3272",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5,0.0260573012610949,0.0260573012610949,0
"3273",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,0.106696963272613,0.3098951440144,0
"3274",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,3,0.114545363938804,0.299060222650659,0
"3276",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,3,0.147800967844719,0.549479611474888,0
"3277",1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0663207299601661,0.241896056806207,0
"3280",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,0,1,3.5,0.0918842666658711,0.291586978930883,0
"3284",2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3,0.0525461916375325,0.144882648732306,0
"3287",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.5,0.0464244655016338,0.122651159413171,0
"3289",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.118506038167644,0.237884054358645,0
"3291",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0180075762127517,0.0514371778365327,0
"3292",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,3.5,0.105723138734414,0.359762508779144,0
"3294",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0.0435137819269128,0.0514742145589024,0
"3297",2,1,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,3.5,0.14073430339189,0.532154882323838,0
"3300",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0.166624565102347,0.207775426442621,0
"3301",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0775443373315839,0.0988855747116809,0
"3302",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5,0.0336241476012152,0.0902340074318993,0
"3303",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,3.5,0.0836852908117053,0.308130135493536,0
"3304",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,3.5,0.17558617268322,0.655795549483798,0
"3305",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0.068332985576559,0.209609643645136,0
"3306",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,3,0.161611058807431,0.455778533452148,0
"3307",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,1,3.5,0.147145678163286,0.584384819676158,0
"3308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.0719309110483075,0.162896851297685,0
"3310",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2.5,0.254116433202513,0.350998107657736,0
"3313",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,3.5,0.130910649893033,0.378791193438632,0
"3314",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0.0758154235972793,0.184877053011448,0
